# Aspire.Dashboard.dll

Name: Aspire.Dashboard | Version: 13.4.0-dev | TFM: .NETCoreApp,Version=v8.0 | Arch: AnyCPU | Size: 3.7 MB | Source: File | Modified: 2026-06-27

## Performance Triage

| Member | Root Reach | Shape | Evidence | Fix | Confidence | Loop | IL |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository..ctor(Microsoft.Extensions.Logging.ILoggerFactory, Microsoft.Extensions.Options.IOptions<Aspire.Dashboard.Configuration.DashboardOptions>, Aspire.Dashboard.Model.PauseManager, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Model.IOutgoingPeerResolver>)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_015F` |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository.GetLogPropertyKeys(System.Nullable<Aspire.Dashboard.Otlp.Storage.ResourceKey>)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_0060` |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository.GetTracePropertyKeys(System.Nullable<Aspire.Dashboard.Otlp.Storage.ResourceKey>)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_0060` |
| `Aspire.Dashboard.ShortcutManager.OnGlobalKeyDown(Aspire.Dashboard.Model.AspireKeyboardShortcut)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_0059` |
| `Aspire.Dashboard.ShortcutManager.OnGlobalKeyDown(Aspire.Dashboard.Model.AspireKeyboardShortcut)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_006C` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetrySender.StartSendLoop()` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Each call allocates a delegate that binds the receiver; cache it in a field when the receiver is stable, or use a static method with explicit state. | high |  | `IL_0008` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.EndOperation(Aspire.Dashboard.Telemetry.OperationContextProperty, Aspire.Dashboard.Telemetry.TelemetryResult, string)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_003E` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.EndUserTask(Aspire.Dashboard.Telemetry.OperationContextProperty, Aspire.Dashboard.Telemetry.TelemetryResult, string)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_003E` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.PostAsset(string, string, int, System.Collections.Generic.Dictionary<string, Aspire.Dashboard.Telemetry.AspireTelemetryProperty>, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Telemetry.OperationContextProperty>)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_006F` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.PostCommandLineFlags(System.Collections.Generic.List<string>, System.Collections.Generic.Dictionary<string, Aspire.Dashboard.Telemetry.AspireTelemetryProperty>)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_0037` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.PostFault(string, string, Aspire.Dashboard.Telemetry.FaultSeverity, System.Collections.Generic.Dictionary<string, Aspire.Dashboard.Telemetry.AspireTelemetryProperty>, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Telemetry.OperationContextProperty>)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_006F` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.PostProperty(string, Aspire.Dashboard.Telemetry.AspireTelemetryProperty)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_0037` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.PostRecurringProperty(string, Aspire.Dashboard.Telemetry.AspireTelemetryProperty)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_0037` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.StartOperation(string, System.Collections.Generic.Dictionary<string, Aspire.Dashboard.Telemetry.AspireTelemetryProperty>, Aspire.Dashboard.Telemetry.TelemetrySeverity, bool, bool, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Telemetry.OperationContextProperty>)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_0077` |
| `Aspire.Dashboard.Telemetry.DashboardTelemetryService.StartUserTask(string, System.Collections.Generic.Dictionary<string, Aspire.Dashboard.Telemetry.AspireTelemetryProperty>, Aspire.Dashboard.Telemetry.TelemetrySeverity, bool, bool, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Telemetry.OperationContextProperty>)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_0077` |
| `Aspire.Shared.ConsoleLogs.LogEntries.Clear(bool)` | 1 | instance-method-group-delegate | delegate over an instance method group (binds the receiver) | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_0074` |
| `Aspire.Shared.ConsoleLogs.SharedAIHelpers.SerializeLogsToJson(System.Collections.Generic.IList<Aspire.Otlp.Serialization.OtlpResourceLogsJson>, System.Func<Aspire.Dashboard.Otlp.Model.IOtlpResource, string>, string)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_002F` |
| `Aspire.Shared.ConsoleLogs.SharedAIHelpers.SerializeSpansToJson(System.Collections.Generic.IList<Aspire.Otlp.Serialization.OtlpResourceSpansJson>, System.Func<Aspire.Dashboard.Otlp.Model.IOtlpResource, string>, string)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_002F` |
| `Aspire.Shared.ConsoleLogs.SharedAIHelpers.SerializeTracesToJson(System.Collections.Generic.IList<Aspire.Otlp.Serialization.OtlpResourceSpansJson>, System.Func<Aspire.Dashboard.Otlp.Model.IOtlpResource, string>, string)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Consumed by a lazy LINQ operator (Where/Select/…): a static local function removes this closure, but the LINQ call still allocates a deferred-query iterator per call — reduced, not eliminated. Replace the query with an explicit loop (or a precomputed index when used for lookups) to remove both. | high |  | `IL_002F` |
| `Aspire.Shared.LocaleHelpers.IsKnownCulture(string)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_001A` |
| `__Blazor.Aspire.Dashboard.Components.Controls.MetricTable.TypeInference.CreateFluentDataGrid_0(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder, int, int, System.Linq.IQueryable<TGridItem>, int, float, int, bool, int, string, int, System.Func<TGridItem, object>, int, Microsoft.AspNetCore.Components.RenderFragment, int, Microsoft.AspNetCore.Components.RenderFragment, int, System.Action<Microsoft.FluentUI.AspNetCore.Components.FluentDataGrid<TGridItem>>)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_0090` |
| `__Blazor.Aspire.Dashboard.Components.Controls.TextVisualizer.TypeInference.CreateVirtualize_0(Microsoft.AspNetCore.Components.Rendering.RenderTreeBuilder, int, int, System.Collections.Generic.ICollection<TItem>, int, float, int, int, int, Microsoft.AspNetCore.Components.RenderFragment<TItem>, int, System.Action<Microsoft.AspNetCore.Components.Web.Virtualization.Virtualize<TItem>>)` | 1 | capturing-delegate | delegate over a captured receiver or closure | Each call allocates a closure delegate; a static local function with explicit state parameters avoids it. | high |  | `IL_0063` |
| `Aspire.Shared.ConsoleLogs.PromptContext.RemoveDuplicateLines(string)` | 19 | small-array | newarr with small constant length (3) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_0002` |
| `Aspire.Dashboard.Model.TelemetryExportService.ConvertSpan(Aspire.Dashboard.Otlp.Model.OtlpSpan, Aspire.Dashboard.Model.IOutgoingPeerResolver[])` | 15 | allocation-hotspot | 8 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Model.CommonMenuItems.AddToggleHiddenResourcesMenuItem(System.Collections.Generic.List<Aspire.Dashboard.Model.MenuButtonItem>, Microsoft.Extensions.Localization.IStringLocalizer<Aspire.Dashboard.Resources.ControlsStrings>, bool, System.Collections.Generic.IEnumerable<Aspire.Dashboard.Model.ResourceViewModel>, Aspire.Dashboard.Model.BrowserStorage.ISessionStorage, Microsoft.AspNetCore.Components.EventCallback<bool>)` | 14 | allocation-hotspot | 8 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Pages.Resources.UpdateMenuButtons()` | 10 | allocation-hotspot | 13 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
| `Aspire.Dashboard.Components.Pages.ComponentTelemetryContext.PostProperties(Microsoft.Extensions.Logging.ILogger)` | 9 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_000F` |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository.GetOrAddResource(Aspire.Dashboard.Otlp.Storage.ResourceKey, bool)` | 9 | small-array | newarr with small constant length (1) | If the array does not escape, a span or stackalloc may avoid the allocation. | medium |  | `IL_008B` |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository.GetOrAddResource(Aspire.Dashboard.Otlp.Storage.ResourceKey, bool)` | 9 | box-value-type | box Aspire.Dashboard.Otlp.Storage.ResourceKey | Boxing a value type allocates on the heap; use a generic API, string interpolation, or a value-typed overload to avoid it. | medium |  | `IL_0098` |
| `Aspire.Dashboard.Otlp.Storage.TelemetryRepository.GetTraces(Aspire.Dashboard.Otlp.Storage.GetTracesRequest)` | 9 | allocation-hotspot | 9 heap allocations (newobj/newarr/box) | Many allocations in one method are often reducible: pool or cache reused objects, use spans/stackalloc for transient buffers, and avoid intermediate collections on hot paths. | medium |  |  |
